filename,value,digits,length,width,height,box
15826.png,246,"[2, 4, 6]",3,243,139,"[22, 6, 185, 125]"
15827.png,166,"[1, 6, 6]",3,88,41,"[17, 1, 61, 36]"
15828.png,635,"[6, 3, 5]",3,154,85,"[19, 17, 119, 66]"
15829.png,63,"[6, 3]",2,50,55,"[10, 13, 36, 46]"
15830.png,75,"[7, 5]",2,213,167,"[44, 34, 139, 135]"
15831.png,3730,"[3, 7, 3, 0]",4,93,42,"[8, 2, 74, 39]"
15832.png,18,"[1, 8]",2,169,110,"[63, 25, 122, 91]"
15833.png,114,"[1, 1, 4]",3,89,76,"[15, 14, 68, 59]"
15834.png,154,"[1, 5, 4]",3,65,33,"[8, 4, 46, 29]"
15835.png,31,"[3, 1]",2,89,40,"[26, 5, 52, 39]"
15836.png,203,"[2, 0, 3]",3,85,64,"[7, 4, 72, 58]"
15837.png,30,"[3, 0]",2,98,43,"[40, 20, 58, 32]"
15838.png,112,"[1, 1, 2]",3,151,104,"[32, 14, 113, 78]"
15839.png,141,"[1, 4, 1]",3,64,40,"[11, 8, 46, 32]"
15840.png,106,"[1, 0, 6]",3,95,49,"[10, 4, 73, 46]"
15841.png,153,"[1, 5, 3]",3,130,50,"[40, 8, 89, 42]"
15842.png,70,"[7, 0]",2,110,79,"[15, 9, 80, 73]"
15843.png,278,"[2, 7, 8]",3,76,62,"[8, 3, 67, 56]"
15844.png,420,"[4, 2, 0]",3,113,56,"[13, 6, 75, 53]"
15845.png,517,"[5, 1, 7]",3,64,41,"[4, 5, 49, 36]"
15846.png,52,"[5, 2]",2,93,56,"[16, 11, 57, 48]"
15847.png,92,"[9, 2]",2,94,68,"[8, 7, 75, 63]"
15848.png,16,"[1, 6]",2,105,42,"[14, 2, 48, 38]"
15849.png,410,"[4, 1, 0]",3,104,75,"[15, 18, 70, 58]"
15850.png,88,"[8, 8]",2,90,40,"[31, 6, 60, 34]"
15851.png,4369,"[4, 3, 6, 9]",4,123,70,"[4, 2, 106, 62]"
15852.png,953,"[9, 5, 3]",3,89,51,"[9, 4, 68, 48]"
15853.png,1200,"[1, 2, 0, 0]",4,73,31,"[8, 1, 57, 32]"
15854.png,0,[0],1,130,63,"[74, 2, 110, 59]"
15855.png,325,"[3, 2, 5]",3,111,72,"[11, 13, 81, 60]"
15856.png,38,"[3, 8]",2,68,30,"[26, 7, 45, 23]"
15857.png,86,"[8, 6]",2,57,26,"[21, 6, 38, 22]"
15858.png,160,"[1, 6, 0]",3,106,66,"[9, 5, 82, 55]"
15859.png,364,"[3, 6, 4]",3,135,77,"[12, 12, 110, 74]"
15860.png,38,"[3, 8]",2,69,58,"[10, 1, 60, 55]"
15861.png,4,[4],1,56,28,"[21, 6, 35, 26]"
15862.png,951,"[9, 5, 1]",3,68,48,"[6, 10, 53, 38]"
15863.png,133,"[1, 3, 3]",3,86,71,"[19, 21, 66, 57]"
15864.png,240,"[2, 4, 0]",3,109,69,"[19, 18, 75, 49]"
15865.png,51,"[5, 1]",2,47,36,"[9, 7, 34, 33]"
15866.png,8,[8],1,148,71,"[63, 16, 86, 55]"
15867.png,650,"[6, 5, 0]",3,114,70,"[9, 5, 90, 63]"
15868.png,153,"[1, 5, 3]",3,151,125,"[15, 25, 115, 106]"
15869.png,413,"[4, 1, 3]",3,127,85,"[17, 15, 98, 70]"
15870.png,2833,"[2, 8, 3, 3]",4,153,88,"[21, 17, 114, 65]"
15871.png,34,"[3, 4]",2,64,48,"[11, 7, 49, 38]"
15872.png,470,"[4, 7, 0]",3,79,32,"[9, 4, 57, 29]"
15873.png,17,"[1, 7]",2,41,29,"[7, 4, 33, 27]"
15874.png,34,"[3, 4]",2,50,57,"[10, 12, 36, 47]"
15875.png,18,"[1, 8]",2,48,41,"[9, 5, 34, 38]"
15876.png,250,"[2, 5, 0]",3,78,39,"[14, 4, 58, 38]"
15877.png,43,"[4, 3]",2,101,52,"[30, 5, 75, 46]"
15878.png,35,"[3, 5]",2,108,93,"[8, 20, 80, 75]"
15879.png,84,"[8, 4]",2,81,53,"[12, 1, 67, 49]"
15880.png,4,[4],1,88,42,"[37, 7, 53, 38]"
15881.png,274,"[2, 7, 4]",3,96,62,"[12, 12, 62, 53]"
15882.png,127,"[1, 2, 7]",3,72,36,"[13, 8, 45, 29]"
15883.png,41,"[4, 1]",2,56,29,"[25, 7, 42, 30]"
15884.png,22,"[2, 2]",2,101,77,"[13, 9, 77, 71]"
15885.png,403,"[4, 0, 3]",3,88,45,"[14, 4, 71, 36]"
15886.png,300,"[3, 0, 0]",3,92,76,"[17, 18, 73, 58]"
15887.png,31,"[3, 1]",2,47,37,"[10, 7, 31, 31]"
15888.png,261,"[2, 6, 1]",3,81,50,"[10, 9, 57, 45]"
15889.png,56,"[5, 6]",2,130,113,"[19, 21, 85, 96]"
15890.png,78,"[7, 8]",2,163,135,"[10, 10, 131, 126]"
15891.png,1352,"[1, 3, 5, 2]",4,143,64,"[11, 13, 108, 54]"
15892.png,241,"[2, 4, 1]",3,46,27,"[3, 5, 34, 25]"
15893.png,38,"[3, 8]",2,84,76,"[13, 9, 66, 62]"
15894.png,573,"[5, 7, 3]",3,50,27,"[5, 1, 35, 26]"
15895.png,150,"[1, 5, 0]",3,103,70,"[9, 4, 82, 52]"
15896.png,1566,"[1, 5, 6, 6]",4,158,59,"[18, 16, 111, 52]"
15897.png,1192,"[1, 1, 9, 2]",4,45,33,"[4, 5, 34, 30]"
15898.png,124,"[1, 2, 4]",3,184,49,"[81, 12, 126, 39]"
15899.png,89,"[8, 9]",2,50,40,"[8, 5, 37, 38]"
15900.png,82,"[8, 2]",2,74,43,"[13, 9, 46, 35]"
15901.png,43,"[4, 3]",2,38,20,"[6, 0, 28, 20]"
15902.png,420,"[4, 2, 0]",3,109,72,"[11, 12, 84, 58]"
15903.png,1188,"[1, 1, 8, 8]",4,175,105,"[23, 8, 130, 110]"
15904.png,25,"[2, 5]",2,54,52,"[-1, 8, 43, 45]"
15905.png,67,"[6, 7]",2,102,65,"[13, 10, 76, 54]"
15906.png,52,"[5, 2]",2,127,82,"[10, 13, 95, 70]"
15907.png,43,"[4, 3]",2,51,23,"[18, 1, 35, 22]"
15908.png,3,[3],1,69,56,"[37, 11, 55, 47]"
15909.png,132,"[1, 3, 2]",3,120,36,"[52, 9, 95, 32]"
15910.png,4,[4],1,97,48,"[36, 7, 62, 39]"
15911.png,1078,"[1, 0, 7, 8]",4,80,46,"[11, 8, 63, 40]"
15912.png,65,"[6, 5]",2,108,50,"[35, 9, 66, 42]"
15913.png,338,"[3, 3, 8]",3,183,85,"[9, 10, 146, 73]"
15914.png,170,"[1, 7, 0]",3,94,65,"[13, 5, 74, 59]"
15915.png,131,"[1, 3, 1]",3,173,103,"[19, 5, 123, 76]"
15916.png,190,"[1, 9, 0]",3,105,72,"[11, 12, 77, 58]"
15917.png,212,"[2, 1, 2]",3,80,75,"[14, 16, 60, 58]"
15918.png,149,"[1, 4, 9]",3,57,48,"[13, 13, 40, 36]"
15919.png,165,"[1, 6, 5]",3,179,90,"[44, 10, 133, 75]"
15920.png,787,"[7, 8, 7]",3,61,36,"[3, 4, 51, 31]"
15921.png,48,"[4, 8]",2,95,76,"[10, 5, 65, 57]"
15922.png,87,"[8, 7]",2,42,37,"[7, 8, 28, 32]"
15923.png,144,"[1, 4, 4]",3,52,29,"[6, 1, 43, 27]"
15924.png,12,"[1, 2]",2,90,37,"[33, 10, 58, 29]"
15925.png,3148,"[3, 1, 4, 8]",4,174,86,"[19, 7, 130, 75]"
15926.png,472,"[4, 7, 2]",3,98,44,"[14, 4, 68, 39]"
15927.png,36,"[3, 6]",2,107,41,"[37, 10, 69, 34]"
15928.png,10400,"[1, 0, 4, 0, 0]",5,175,114,"[21, 13, 127, 92]"
15929.png,310,"[3, 1, 0]",3,54,45,"[10, 10, 39, 35]"
15930.png,129,"[1, 2, 9]",3,117,50,"[29, 12, 80, 40]"
15931.png,738,"[7, 3, 8]",3,83,50,"[18, 8, 60, 47]"
15932.png,370,"[3, 7, 0]",3,73,41,"[8, 1, 51, 39]"
15933.png,1275,"[1, 2, 7, 5]",4,63,46,"[14, 12, 43, 34]"
15934.png,96,"[9, 6]",2,46,41,"[7, 3, 34, 39]"
15935.png,19,"[1, 9]",2,89,43,"[32, 10, 59, 40]"
15936.png,102,"[1, 0, 2]",3,61,57,"[6, 5, 48, 52]"
15937.png,45,"[4, 5]",2,185,130,"[54, 18, 138, 90]"
15938.png,330,"[3, 3, 0]",3,68,48,"[3, 4, 52, 42]"
15939.png,375,"[3, 7, 5]",3,86,42,"[19, 11, 50, 31]"
15940.png,14,"[1, 4]",2,107,44,"[34, 7, 69, 37]"
15941.png,84,"[8, 4]",2,58,48,"[14, 14, 33, 33]"
15942.png,165,"[1, 6, 5]",3,76,62,"[9, 9, 55, 58]"
15943.png,180,"[1, 8, 0]",3,70,48,"[10, 8, 57, 45]"
15944.png,23,"[2, 3]",2,166,99,"[29, 13, 111, 89]"
15945.png,223,"[2, 2, 3]",3,96,98,"[23, 30, 66, 61]"
15946.png,25,"[2, 5]",2,100,76,"[18, 6, 72, 73]"
15947.png,579,"[5, 7, 9]",3,78,44,"[2, 2, 62, 44]"
15948.png,204,"[2, 0, 4]",3,87,44,"[10, 5, 53, 42]"
15949.png,347,"[3, 4, 7]",3,68,44,"[10, 12, 50, 38]"
15950.png,182,"[1, 8, 2]",3,80,56,"[9, 11, 56, 45]"
15951.png,704,"[7, 0, 4]",3,68,49,"[8, 11, 55, 41]"
15952.png,313,"[3, 1, 3]",3,66,65,"[14, 19, 43, 48]"
15953.png,58,"[5, 8]",2,153,56,"[48, 13, 83, 53]"
15954.png,700,"[7, 0, 0]",3,65,47,"[10, 9, 51, 42]"
15955.png,181,"[1, 8, 1]",3,165,113,"[23, 27, 112, 90]"
15956.png,84,"[8, 4]",2,77,33,"[28, 7, 48, 26]"
15957.png,12,"[1, 2]",2,80,27,"[33, 4, 62, 27]"
15958.png,123,"[1, 2, 3]",3,112,127,"[21, 13, 82, 116]"
15959.png,45,"[4, 5]",2,67,26,"[23, 6, 44, 23]"
15960.png,538,"[5, 3, 8]",3,96,54,"[3, 9, 81, 44]"
15961.png,512,"[5, 1, 2]",3,74,52,"[7, 6, 58, 44]"
15962.png,140,"[1, 4, 0]",3,53,27,"[20, 6, 41, 28]"
15963.png,1177,"[1, 1, 7, 7]",4,127,64,"[29, 2, 84, 51]"
15964.png,36,"[3, 6]",2,97,41,"[31, 8, 66, 36]"
15965.png,500,"[5, 0, 0]",3,155,83,"[30, 12, 102, 62]"
15966.png,6483,"[6, 4, 8, 3]",4,120,55,"[9, 6, 92, 49]"
15967.png,207,"[2, 0, 7]",3,144,69,"[24, 9, 110, 61]"
15968.png,1230,"[1, 2, 3, 0]",4,49,19,"[3, 1, 41, 19]"
15969.png,69,"[6, 9]",2,48,44,"[3, 9, 35, 36]"
15970.png,497,"[4, 9, 7]",3,163,77,"[20, 12, 104, 62]"
15971.png,81,"[8, 1]",2,71,57,"[6, 6, 55, 56]"
15972.png,1663,"[1, 6, 6, 3]",4,72,48,"[5, 1, 73, 42]"
15973.png,641,"[6, 4, 1]",3,70,44,"[12, 8, 51, 39]"
15974.png,271,"[2, 7, 1]",3,46,36,"[13, 2, 29, 34]"
15975.png,136,"[1, 3, 6]",3,125,85,"[16, 12, 95, 66]"
15976.png,658,"[6, 5, 8]",3,71,43,"[10, 8, 55, 36]"
15977.png,110,"[1, 1, 0]",3,83,42,"[16, 7, 52, 34]"
15978.png,128,"[1, 2, 8]",3,88,50,"[15, 14, 56, 43]"
15979.png,43,"[4, 3]",2,86,77,"[13, 12, 65, 69]"
15980.png,723,"[7, 2, 3]",3,82,51,"[13, 9, 60, 45]"
15981.png,293,"[2, 9, 3]",3,48,37,"[10, 10, 34, 27]"
15982.png,2,[2],1,132,57,"[10, 4, 37, 50]"
15983.png,130,"[1, 3, 0]",3,66,57,"[14, 9, 47, 46]"
15984.png,101,"[1, 0, 1]",3,112,98,"[16, 19, 80, 75]"
15985.png,273,"[2, 7, 3]",3,97,56,"[9, 1, 73, 56]"
15986.png,10,"[1, 0]",2,95,47,"[29, 11, 59, 37]"
15987.png,45,"[4, 5]",2,69,42,"[12, 7, 47, 36]"
15988.png,424,"[4, 2, 4]",3,105,76,"[12, 15, 77, 69]"
15989.png,235,"[2, 3, 5]",3,68,51,"[9, 4, 53, 51]"
15990.png,68,"[6, 8]",2,200,146,"[26, 18, 145, 129]"
15991.png,42,"[4, 2]",2,75,34,"[26, 6, 50, 32]"
15992.png,158,"[1, 5, 8]",3,107,62,"[6, 6, 72, 50]"
15993.png,105,"[1, 0, 5]",3,132,49,"[43, 9, 91, 38]"
15994.png,298,"[2, 9, 8]",3,166,131,"[16, 23, 118, 114]"
15995.png,318,"[3, 1, 8]",3,60,34,"[4, 4, 48, 29]"
15996.png,169,"[1, 6, 9]",3,96,58,"[8, 1, 76, 53]"
15997.png,644,"[6, 4, 4]",3,116,73,"[15, 5, 86, 61]"
15998.png,65,"[6, 5]",2,91,92,"[14, 13, 59, 73]"
15999.png,56,"[5, 6]",2,123,96,"[21, 21, 88, 74]"
16000.png,165,"[1, 6, 5]",3,133,92,"[17, 11, 91, 94]"
16001.png,2359,"[2, 3, 5, 9]",4,72,29,"[8, 5, 55, 28]"
16002.png,18,"[1, 8]",2,86,78,"[11, 14, 58, 63]"
16003.png,154,"[1, 5, 4]",3,69,40,"[8, 7, 47, 35]"
16004.png,200,"[2, 0, 0]",3,48,44,"[7, 5, 36, 39]"
16005.png,61,"[6, 1]",2,76,36,"[26, 4, 52, 34]"
16006.png,83,"[8, 3]",2,71,41,"[10, 4, 45, 38]"
16007.png,12,"[1, 2]",2,99,44,"[36, 6, 63, 39]"
16008.png,107,"[1, 0, 7]",3,71,39,"[11, 3, 53, 35]"
16009.png,594,"[5, 9, 4]",3,110,63,"[12, 5, 88, 53]"
16010.png,115,"[1, 1, 5]",3,49,61,"[5, 9, 34, 47]"
16011.png,968,"[9, 6, 8]",3,150,92,"[15, 7, 105, 83]"
16012.png,70,"[7, 0]",2,70,56,"[15, 8, 46, 51]"
16013.png,1110,"[1, 1, 1, 0]",4,64,35,"[5, 5, 46, 29]"
16014.png,115,"[1, 1, 5]",3,63,72,"[10, 13, 46, 57]"
16015.png,74,"[7, 4]",2,54,43,"[10, 8, 38, 36]"
16016.png,120,"[1, 2, 0]",3,100,83,"[16, 13, 59, 70]"
16017.png,677,"[6, 7, 7]",3,154,120,"[26, 32, 118, 86]"
16018.png,250,"[2, 5, 0]",3,79,44,"[11, 3, 56, 40]"
16019.png,282,"[2, 8, 2]",3,68,30,"[11, 1, 51, 26]"
16020.png,254,"[2, 5, 4]",3,52,27,"[7, 5, 33, 23]"
16021.png,217,"[2, 1, 7]",3,57,28,"[10, 5, 39, 24]"
16022.png,98,"[9, 8]",2,80,78,"[13, 19, 58, 63]"
16023.png,10,"[1, 0]",2,108,50,"[43, 8, 66, 38]"
16024.png,43,"[4, 3]",2,119,44,"[41, 9, 79, 39]"
16025.png,83,"[8, 3]",2,58,42,"[9, 7, 39, 37]"
16026.png,3,[3],1,34,20,"[14, 2, 22, 17]"
16027.png,10,"[1, 0]",2,96,42,"[36, 10, 60, 35]"
16028.png,36,"[3, 6]",2,50,22,"[15, 1, 41, 21]"
16029.png,479,"[4, 7, 9]",3,94,62,"[18, 11, 67, 43]"
16030.png,153,"[1, 5, 3]",3,104,41,"[35, 9, 69, 36]"
16031.png,522,"[5, 2, 2]",3,103,70,"[18, 8, 79, 58]"
16032.png,939,"[9, 3, 9]",3,70,48,"[6, 2, 56, 45]"
16033.png,78,"[7, 8]",2,70,64,"[12, 0, 50, 55]"
16034.png,12,"[1, 2]",2,75,54,"[22, 13, 50, 43]"
16035.png,780,"[7, 8, 0]",3,206,133,"[21, 23, 132, 114]"
16036.png,291,"[2, 9, 1]",3,55,30,"[5, 3, 41, 27]"
16037.png,199,"[1, 9, 9]",3,92,56,"[10, 12, 62, 45]"
16038.png,45,"[4, 5]",2,56,71,"[14, 15, 42, 56]"
16039.png,112,"[1, 1, 2]",3,80,35,"[28, 6, 54, 29]"
16040.png,351,"[3, 5, 1]",3,251,172,"[23, 9, 194, 163]"
16041.png,128,"[1, 2, 8]",3,89,34,"[26, 9, 64, 28]"
16042.png,199,"[1, 9, 9]",3,87,65,"[7, 1, 65, 60]"
16043.png,677,"[6, 7, 7]",3,60,56,"[7, 6, 45, 45]"
16044.png,9,[9],1,44,41,"[9, 2, 31, 39]"
16045.png,167,"[1, 6, 7]",3,44,36,"[7, 7, 33, 28]"
16046.png,472,"[4, 7, 2]",3,76,51,"[9, 9, 57, 44]"
16047.png,127,"[1, 2, 7]",3,67,49,"[11, 12, 47, 38]"
16048.png,10,"[1, 0]",2,118,55,"[39, 8, 77, 44]"
16049.png,285,"[2, 8, 5]",3,63,42,"[8, 9, 47, 34]"
16050.png,30,"[3, 0]",2,100,43,"[39, 12, 60, 35]"
16051.png,128,"[1, 2, 8]",3,101,52,"[7, 1, 80, 49]"
16052.png,20,"[2, 0]",2,112,44,"[33, 3, 84, 41]"
16053.png,39,"[3, 9]",2,108,49,"[37, 8, 73, 42]"
16054.png,409,"[4, 0, 9]",3,64,35,"[10, 7, 43, 27]"
16055.png,57,"[5, 7]",2,108,51,"[12, 4, 53, 49]"
16056.png,77,"[7, 7]",2,51,36,"[7, 4, 39, 35]"
16057.png,1,[1],1,75,34,"[35, 7, 50, 28]"
16058.png,326,"[3, 2, 6]",3,85,35,"[22, 10, 59, 29]"
16059.png,38,"[3, 8]",2,71,39,"[13, 1, 53, 34]"
16060.png,206,"[2, 0, 6]",3,167,92,"[18, 22, 127, 72]"
16061.png,31,"[3, 1]",2,256,113,"[96, 30, 154, 81]"
16062.png,748,"[7, 4, 8]",3,46,24,"[5, 0, 30, 24]"
16063.png,440,"[4, 4, 0]",3,85,57,"[22, 12, 61, 49]"
16064.png,1406,"[1, 4, 0, 6]",4,133,86,"[27, 23, 86, 58]"
16065.png,106,"[1, 0, 6]",3,151,118,"[23, 14, 111, 102]"
16066.png,155,"[1, 5, 5]",3,149,96,"[37, 16, 97, 78]"
16067.png,400,"[4, 0, 0]",3,108,108,"[13, 28, 88, 74]"
16068.png,292,"[2, 9, 2]",3,134,76,"[8, 10, 106, 64]"
16069.png,242,"[2, 4, 2]",3,135,57,"[18, 11, 88, 46]"
16070.png,74,"[7, 4]",2,77,60,"[19, 2, 56, 55]"
16071.png,511,"[5, 1, 1]",3,101,90,"[10, 12, 80, 79]"
16072.png,2304,"[2, 3, 0, 4]",4,65,27,"[3, 2, 54, 26]"
16073.png,373,"[3, 7, 3]",3,158,73,"[18, 1, 115, 68]"
16074.png,17,"[1, 7]",2,131,55,"[53, 15, 78, 40]"
16075.png,320,"[3, 2, 0]",3,174,83,"[40, 1, 121, 72]"
16076.png,36,"[3, 6]",2,57,54,"[8, 5, 42, 48]"
16077.png,156,"[1, 5, 6]",3,123,91,"[22, 1, 99, 75]"
16078.png,161,"[1, 6, 1]",3,100,53,"[10, 4, 66, 50]"
16079.png,27,"[2, 7]",2,137,121,"[16, 10, 103, 109]"
16080.png,325,"[3, 2, 5]",3,90,71,"[14, 14, 67, 56]"
16081.png,1140,"[1, 1, 4, 0]",4,152,73,"[18, 2, 115, 66]"
16082.png,148,"[1, 4, 8]",3,201,112,"[19, 15, 160, 87]"
16083.png,104,"[1, 0, 4]",3,142,51,"[47, 7, 104, 47]"
16084.png,158,"[1, 5, 8]",3,71,57,"[13, 11, 49, 46]"
16085.png,125,"[1, 2, 5]",3,124,68,"[12, 8, 91, 64]"
16086.png,240,"[2, 4, 0]",3,52,58,"[14, 11, 36, 48]"
16087.png,1782,"[1, 7, 8, 2]",4,50,26,"[2, 2, 45, 25]"
16088.png,485,"[4, 8, 5]",3,76,56,"[17, 12, 48, 43]"
16089.png,29,"[2, 9]",2,153,97,"[21, 5, 108, 87]"
16090.png,331,"[3, 3, 1]",3,115,62,"[17, 8, 79, 58]"
16091.png,55,"[5, 5]",2,74,38,"[15, 4, 45, 29]"
16092.png,61,"[6, 1]",2,52,26,"[17, 4, 36, 23]"
16093.png,198,"[1, 9, 8]",3,74,49,"[11, 8, 51, 44]"
16094.png,10,"[1, 0]",2,151,85,"[21, 13, 73, 75]"
16095.png,386,"[3, 8, 6]",3,68,42,"[7, 9, 45, 35]"
16096.png,658,"[6, 5, 8]",3,98,72,"[14, 12, 79, 61]"
16097.png,20,"[2, 0]",2,87,61,"[16, 9, 59, 54]"
16098.png,58,"[5, 8]",2,107,77,"[19, 17, 63, 59]"
16099.png,248,"[2, 4, 8]",3,100,48,"[6, 6, 81, 42]"
16100.png,231,"[2, 3, 1]",3,57,30,"[4, 1, 47, 29]"
16101.png,174,"[1, 7, 4]",3,56,33,"[4, 0, 47, 31]"
16102.png,132,"[1, 3, 2]",3,115,43,"[39, 10, 78, 37]"
16103.png,61,"[6, 1]",2,130,110,"[18, 1, 89, 108]"
16104.png,181,"[1, 8, 1]",3,73,46,"[10, 3, 57, 44]"
16105.png,28,"[2, 8]",2,73,50,"[17, 10, 43, 36]"
16106.png,75,"[7, 5]",2,144,133,"[13, 17, 104, 111]"
16107.png,4449,"[4, 4, 4, 9]",4,142,63,"[18, 12, 107, 52]"
16108.png,628,"[6, 2, 8]",3,89,51,"[9, 3, 66, 47]"
16109.png,1775,"[1, 7, 7, 5]",4,62,34,"[5, 5, 50, 29]"
16110.png,13,"[1, 3]",2,96,43,"[36, 9, 60, 35]"
16111.png,24,"[2, 4]",2,51,41,"[7, 4, 40, 38]"
16112.png,1,[1],1,189,78,"[10, 4, 36, 66]"
16113.png,263,"[2, 6, 3]",3,55,36,"[3, 3, 46, 35]"
16114.png,265,"[2, 6, 5]",3,188,97,"[18, 10, 134, 86]"
16115.png,539,"[5, 3, 9]",3,58,35,"[5, 1, 52, 34]"
16116.png,1506,"[1, 5, 0, 6]",4,83,51,"[4, 2, 62, 49]"
16117.png,100,"[1, 0, 0]",3,94,69,"[11, 11, 73, 58]"
16118.png,40,"[4, 0]",2,102,51,"[37, 14, 68, 51]"
16119.png,24,"[2, 4]",2,98,43,"[40, 10, 60, 33]"
16120.png,95,"[9, 5]",2,120,92,"[11, 12, 88, 81]"
16121.png,365,"[3, 6, 5]",3,63,35,"[13, 2, 49, 29]"
16122.png,34,"[3, 4]",2,79,35,"[25, 7, 56, 32]"
16123.png,538,"[5, 3, 8]",3,111,64,"[7, 7, 93, 59]"
16124.png,110,"[1, 1, 0]",3,78,64,"[12, 9, 58, 51]"
16125.png,622,"[6, 2, 2]",3,62,29,"[4, 1, 55, 29]"
16126.png,769,"[7, 6, 9]",3,55,34,"[6, 6, 42, 30]"
16127.png,125,"[1, 2, 5]",3,103,71,"[17, 11, 83, 61]"
16128.png,17,"[1, 7]",2,56,27,"[21, 6, 36, 23]"
16129.png,313,"[3, 1, 3]",3,95,48,"[14, 4, 65, 45]"
16130.png,490,"[4, 9, 0]",3,99,62,"[9, 1, 79, 61]"
16131.png,12,"[1, 2]",2,87,78,"[13, 1, 66, 74]"
16132.png,59,"[5, 9]",2,98,77,"[16, 23, 61, 62]"
16133.png,5,[5],1,83,43,"[33, 7, 54, 39]"
16134.png,130,"[1, 3, 0]",3,107,92,"[19, 20, 82, 80]"
16135.png,16,"[1, 6]",2,123,107,"[25, 20, 91, 88]"
16136.png,2,[2],1,71,93,"[18, 17, 47, 73]"
16137.png,59,"[5, 9]",2,119,54,"[40, 1, 98, 45]"
16138.png,173,"[1, 7, 3]",3,65,38,"[13, 3, 48, 32]"
16139.png,8,[8],1,45,41,"[24, 11, 35, 32]"
16140.png,1354,"[1, 3, 5, 4]",4,96,64,"[16, 13, 74, 50]"
16141.png,1844,"[1, 8, 4, 4]",4,73,33,"[7, 3, 58, 31]"
16142.png,15,"[1, 5]",2,55,51,"[10, 6, 41, 46]"
16143.png,20,"[2, 0]",2,132,55,"[50, 15, 85, 43]"
16144.png,64,"[6, 4]",2,263,162,"[31, 12, 198, 149]"
16145.png,225,"[2, 2, 5]",3,161,106,"[17, 25, 118, 85]"
16146.png,87,"[8, 7]",2,82,36,"[26, 7, 55, 31]"
16147.png,165,"[1, 6, 5]",3,93,56,"[11, 11, 69, 44]"
16148.png,126,"[1, 2, 6]",3,145,127,"[8, 11, 124, 108]"
16149.png,48,"[4, 8]",2,164,70,"[62, 11, 106, 61]"
16150.png,1689,"[1, 6, 8, 9]",4,92,52,"[14, 6, 66, 40]"
16151.png,59,"[5, 9]",2,70,37,"[4, 2, 55, 35]"
16152.png,10,"[1, 0]",2,59,27,"[20, 5, 41, 24]"
16153.png,217,"[2, 1, 7]",3,73,50,"[12, 3, 54, 46]"
16154.png,104,"[1, 0, 4]",3,133,51,"[53, 16, 84, 39]"
16155.png,248,"[2, 4, 8]",3,53,34,"[5, 7, 44, 29]"
16156.png,10,"[1, 0]",2,72,56,"[14, 10, 50, 47]"
16157.png,29,"[2, 9]",2,62,41,"[6, 5, 45, 34]"
16158.png,31,"[3, 1]",2,60,47,"[7, 3, 47, 44]"
16159.png,12,"[1, 2]",2,132,120,"[40, 49, 84, 81]"
16160.png,210,"[2, 1, 0]",3,141,83,"[11, 16, 97, 68]"
16161.png,132,"[1, 3, 2]",3,90,50,"[13, 10, 69, 42]"
16162.png,683,"[6, 8, 3]",3,77,57,"[7, 13, 55, 46]"
16163.png,133,"[1, 3, 3]",3,167,98,"[36, 15, 116, 78]"
16164.png,94,"[9, 4]",2,159,180,"[32, 28, 100, 128]"
16165.png,69,"[6, 9]",2,81,34,"[33, 9, 50, 25]"
16166.png,128,"[1, 2, 8]",3,107,63,"[10, 5, 78, 58]"
16167.png,41,"[4, 1]",2,153,69,"[70, 21, 96, 52]"
16168.png,38,"[3, 8]",2,108,49,"[31, 9, 71, 43]"
16169.png,543,"[5, 4, 3]",3,77,41,"[8, 8, 57, 34]"
16170.png,168,"[1, 6, 8]",3,152,68,"[41, 10, 96, 57]"
16171.png,488,"[4, 8, 8]",3,97,50,"[18, 12, 57, 40]"
16172.png,421,"[4, 2, 1]",3,91,77,"[10, 10, 70, 70]"
16173.png,19,"[1, 9]",2,113,48,"[40, 7, 75, 42]"
16174.png,334,"[3, 3, 4]",3,76,47,"[8, 8, 60, 39]"
16175.png,24,"[2, 4]",2,52,49,"[7, 5, 42, 42]"
16176.png,380,"[3, 8, 0]",3,160,105,"[20, 12, 118, 79]"
16177.png,240,"[2, 4, 0]",3,240,82,"[31, 5, 148, 91]"
16178.png,171,"[1, 7, 1]",3,82,81,"[12, 8, 63, 71]"
16179.png,1170,"[1, 1, 7, 0]",4,154,98,"[10, 11, 122, 93]"
16180.png,20,"[2, 0]",2,80,40,"[30, 7, 52, 32]"
16181.png,280,"[2, 8, 0]",3,49,22,"[3, 0, 40, 20]"
16182.png,270,"[2, 7, 0]",3,84,49,"[10, 7, 66, 40]"
16183.png,38,"[3, 8]",2,92,40,"[33, 8, 59, 32]"
16184.png,277,"[2, 7, 7]",3,72,49,"[11, 10, 55, 41]"
16185.png,174,"[1, 7, 4]",3,85,40,"[10, 1, 65, 36]"
16186.png,45,"[4, 5]",2,54,41,"[8, 1, 40, 37]"
16187.png,493,"[4, 9, 3]",3,90,56,"[12, 9, 69, 47]"
16188.png,82,"[8, 2]",2,91,60,"[15, 4, 68, 60]"
16189.png,377,"[3, 7, 7]",3,115,65,"[27, 17, 64, 46]"
16190.png,19,"[1, 9]",2,122,93,"[34, 14, 82, 78]"
16191.png,1,[1],1,77,41,"[5, 4, 18, 37]"
16192.png,42,"[4, 2]",2,60,44,"[8, 7, 45, 39]"
16193.png,35,"[3, 5]",2,148,114,"[50, 14, 114, 90]"
